sim,time,S,I,R
11,4.2,55.60828541428553,31.148713774689273,13.243000811025155
11,4.3,53.35492442804582,32.45231607569352,14.192759496260628
11,4.4,51.10757052372682,33.71162081052218,15.180808665750964
11,4.5,48.87639881927566,34.91790739194472,16.205693788779573
11,4.6000000000000005,46.67116658016521,36.06312392430821,17.265709495526533
11,4.7,44.50104280051878,37.14003537500392,18.358921824477253
11,4.800000000000001,42.374462560699584,38.14234296351457,19.4831944757858
11,4.9,40.29901050881869,39.06477133609934,20.636218155081917
11,5,38.28133595510411,39.903122026385034,21.815542018510804
11,5.1000000000000005,36.32710020974475,40.65429357691236,23.018606213342842
11,5.2,34.44095508944391,41.316270365282776,24.242774545273264
11,5.300000000000001,32.62655008420498,41.8880835301644,25.48536638563058
11,5.4,30.886564589589046,42.369748361840166,26.74368704857074
11,5.5,29.222760901936667,42.762183089919716,28.015056008143564
11,5.6000000000000005,27.63605333573802,43.06711418815234,29.29683247610959
11,5.7,26.126588869524028,43.28697311502378,30.586438015452146
11,5.800000000000001,24.69383466298721,43.424789347400484,31.881375989612252
11,5.9,23.336668981095148,43.48408319157785,33.17924782732695
11,6,22.053471758996594,43.46876212488221,34.47776611612114
11,6.1000000000000005,20.8422123024668,43.383023006560144,35.774764690972994
11,6.2,19.700531878871,43.23126221199241,37.06820590913654
11,6.300000000000001,18.625819860951086,43.01799476194811,38.35618537710074
11,6.4,17.615282455080408,42.74778313760919,39.63693440731034
11,6.5,16.66600354491694,42.42517595993063,40.908820495152376
11,6.6000000000000005,15.774997538977015,42.05465634960151,42.17034611142142
11,6.7,14.939254463763012,41.64059944772706,43.420146088509874
11,6.800000000000001,14.155777690359887,41.18723844286745,44.656983866772606
11,6.9,13.421614846861488,40.698638305297884,45.879746847840565
11,7,12.7338825792184,40.17867635588254,47.087441064899004
11,7.1000000000000005,12.08978583831944,39.63102879811366,48.27918536356684
11,7.2,11.486632373417565,39.0591623690627,49.454205257519675
11,7.300000000000001,10.921843140008715,38.46633025210359,50.61182660788763
11,7.4,10.392959179366533,37.855571594406044,51.751469226227364
