time,S,I,R
20.05,0.018872885283308858,0.05651955149799058,0.9246075632186984
20.1,0.018790159736971197,0.05557917541137266,0.925630664851654
20.150000000000002,0.0187091644633577,0.05465409471531383,0.9266367408213263
20.200000000000003,0.018629858025556854,0.05374407379981658,0.9276260681746245
20.25,0.01855220015319723,0.05284888016079395,0.9285989196860067
20.3,0.018476151704037547,0.05196828438194757,0.9295555639140127
20.35,0.018401674626997093,0.05110206011554694,0.9304962652574538
20.400000000000002,0.01832873192656662,0.05024998406218792,0.9314212840112434
20.450000000000003,0.018257287628542694,0.04941183594960625,0.9323308764218491
20.5,0.018187306747030896,0.04858739851061709,0.9332252947423499
20.55,0.018118755252665746,0.04777645746024763,0.9341047872870846
20.6,0.01805160004199768,0.046978801472127636,0.9349695984858727
